Source,Cost,Bed,Bath,Address,City,Size
Trulia,"$1,249,000","4 bd","3ba","1849 Avenida Del Norte","Fullerton, CA","3,410 sqft"
Trulia,"$560,000","3 bd","3ba","1276 Mc Fadden Dr","Fullerton, CA",""
Trulia,"$355,000","1 bd","2ba","522 Shade Tree Ln #20","Fullerton, CA",""
Trulia,"$599,000","","","607 W Orangethorpe Ave","Fullerton, CA",""
Trulia,"$549,900","3 bd","2ba","2032 E Santa Fe Ave","Fullerton, CA","1,370 sqft"
Trulia,"$133,999","1 bd","","301 N Ford Ave #214","Fullerton, CA",""
Trulia,"$449,000","2 bd","2ba","3517 W Ash Ave","Fullerton, CA",""
Trulia,"$525,000","4 bd","2ba","1531 W Ash Ave","Fullerton, CA","1,432 sqft"
Trulia,"$679,000","3 bd","2ba","300 Concord Ave","Fullerton, CA","1,700 sqft"
Trulia,"$1,049,000","4 bd","3ba","658 Oak Tree St","Fullerton, CA","3,066 sqft"
Trulia,"$629,000","3 bd","2ba","2629 W Cherry Ave","Fullerton, CA","1,672 sqft"
Trulia,"$629,900","3 bd","2ba","1312 W Jacaranda Pl","Fullerton, CA","1,700 sqft"
Trulia,"$549,000","3 bd","2ba","431 W Houston Ave","Fullerton, CA","1,235 sqft"
Trulia,"$659,000","3 bd","2ba","2631 W Cherry Ave","Fullerton, CA","1,859 sqft"
Trulia,"$849,999","4 bd","3ba","748 Paseo Pl","Fullerton, CA","2,265 sqft"
Trulia,"$3,000,000","5 bd","3ba","841 Madera Pl","Fullerton, CA","3,960 sqft"
Trulia,"$1,890,000","8 bd","9ba","222 E Whiting Ave","Fullerton, CA","4,001 sqft"
Trulia,"$1,180,000","4 bd","4ba","2662 Saratoga Dr","Fullerton, CA","3,324 sqft"
Trulia,"$825,000","3 bd","2ba","2061 Smokewood Ave","Fullerton, CA","2,041 sqft"
Trulia,"$740,000","3 bd","1ba","128 W Brookdale Pl","Fullerton, CA","1,290 sqft"
Trulia,"$1,400,000","5 bd","3ba","2126 Pioneer Ave","Fullerton, CA","3,072 sqft"
Trulia,"$899,800","4 bd","2ba","2265 Camino Rey","Fullerton, CA","2,182 sqft"
Trulia,"$829,900","3 bd","3ba","1830 Avenida Del Norte","Fullerton, CA","2,287 sqft"
Trulia,"$699,900","3 bd","2ba","924 Sierra Vista Dr","Fullerton, CA","1,461 sqft"
Trulia,"$1,795,000","4 bd","6ba","129 E Hermosa Dr","Fullerton, CA","4,987 sqft"
Trulia,"$849,000","3 bd","2ba","1266 Valle Vista Dr","Fullerton, CA","2,146 sqft"
Trulia,"$1,000,000","5 bd","4ba","1310 N Brookhurst Pl","Fullerton, CA","2,350 sqft"
Trulia,"$825,000","5 bd","4ba","1618 W Brookdale Pl","Fullerton, CA","2,358 sqft"
Trulia,"$4,850,000","6 bd","9ba","901 W Las Palmas Dr","Fullerton, CA","10,130 sqft"
Trulia,"$949,000","4 bd","3ba","2120 Domingo Rd","Fullerton, CA","2,304 sqft"
Trulia,"$919,000","4 bd","3ba","2251 Domingo Rd","Fullerton, CA","2,082 sqft"
Trulia,"$999,000","4 bd","3ba","941 Arbolado Dr","Fullerton, CA","2,431 sqft"
Trulia,"$1,125,000","3 bd","3ba","2114 N Moody Ave","Fullerton, CA","2,115 sqft"
Trulia,"$350,000","2 bd","2ba","1737 Brea Blvd #221","Fullerton, CA",""
Trulia,"$559,000","3 bd","3ba","1023 Carmel Cir","Fullerton, CA",""
Trulia,"$609,000","3 bd","3ba","632 Colonial Cir","Fullerton, CA",""
Trulia,"$499,900","2 bd","3ba","2308 Applewood Cir","Fullerton, CA",""
Trulia,"$545,900","3 bd","3ba","2675 Monterey Pl","Fullerton, CA",""
Trulia,"$539,888","","","227 229 Turner Ave","Fullerton, CA",""
Trulia,"$469,000","3 bd","2ba","2476 Coventry Cir #68","Fullerton, CA",""
Trulia,"$999,500","","","3155 Pearl Dr","Fullerton, CA",""
Trulia,"$975,000","","","3037 Garnet Ln","Fullerton, CA",""
Trulia,"$829,900","4 bd","3ba","1149 Gardiner Ln","Fullerton, CA",""
Trulia,"$818,888","4 bd","4ba","1153 Klose Ln","Fullerton, CA",""
Trulia,"$898,000","4 bd","4ba","1131 Gallemore Ln","Fullerton, CA",""
Trulia,"$959,999","","","3119 Garnet Ln","Fullerton, CA",""
Trulia,"$849,000","3 bd","2ba","2364 Camino Rey","Fullerton, CA",""
Trulia,"$329,000","3 bd","2ba","2851 Rolling Hills Dr #116","Fullerton, CA","1,450 sqft"
Trulia,"$305,000","2 bd","1ba","2851 Rolling Hills Dr #10","Fullerton, CA","1,450 sqft"
Trulia,"$449,888","3 bd","2ba","1353 W Maxzim Ave","Fullerton, CA","1,872 sqft"
Trulia,"$299,000","2 bd","2ba","2380 W Orangethorpe Ave #38","Fullerton, CA",""
Trulia,"$580,000","3 bd","2ba","131 N Janet Pl","Fullerton, CA","1,580 sqft"
Trulia,"$850,000","4 bd","4ba","740 Panorama Rd","Fullerton, CA","2,307 sqft"
Trulia,"$499,995","3 bd","3ba","2220 Vista Del Sol","Fullerton, CA",""
Trulia,"$699,000","4 bd","3ba","220 Winetta Pl","Fullerton, CA","2,900 sqft"
Trulia,"$400,000","3 bd","3ba","2529 Monterey Pl","Fullerton, CA","1,693 sqft"
Trulia,"$585,000","3 bd","2ba","1224 Evergreen Ave","Fullerton, CA","1,272 sqft"
Trulia,"$367,500","3 bd","2ba","1529 Wavertree Ln","Fullerton, CA","1,203 sqft"
Trulia,"$410,000","2 bd","1ba","3501 W Ash Ave","Fullerton, CA","1,152 sqft"
Trulia,"$401,000","3 bd","2ba","1506 S Pine Dr","Fullerton, CA","1,344 sqft"
Trulia,"$559,000","3 bd","3ba","546 Riviera Ct","Fullerton, CA","2,162 sqft"
Trulia,"$439,000","2 bd","2ba","2648 N Harbor Blvd","Fullerton, CA","1,668 sqft"
Trulia,"$665,000","3 bd","2ba","2301 Nutwood Ave","Fullerton, CA","2,845 sqft"
Trulia,"$580,000","3 bd","3ba","2141 Woodbriar Ct","Fullerton, CA","2,002 sqft"
Trulia,"$735,000","5 bd","3ba","2200 Camino Del Sol","Fullerton, CA","3,694 sqft"
Trulia,"$674,900","4 bd","3ba","665 Drake Ave","Fullerton, CA","2,800 sqft"
Trulia,"$795,000","5 bd","4ba","649 Drake Ave","Fullerton, CA","3,244 sqft"
Trulia,"$1,000,000","5 bd","5ba","2042 Christie St","Fullerton, CA","4,480 sqft"
Trulia,"$975,000","4 bd","3ba","1954 Lexington Dr","Fullerton, CA","3,307 sqft"
Trulia,"$729,900","5 bd","3ba","413 Ximeno Dr","Fullerton, CA","2,692 sqft"
Trulia,"$759,995","4 bd","3ba","219 Ladera Vista Dr","Fullerton, CA","2,613 sqft"
Trulia,"$350,000","2 bd","2ba","2687 Milton Ave #9","Fullerton, CA","1,203 sqft"
Trulia,"$950,000","4 bd","5ba","1490 Benchley St","Fullerton, CA","3,854 sqft"
Trulia,"$899,000","4 bd","3ba","2577 Sunflower St","Fullerton, CA","2,495 sqft"
Trulia,"$460,000","3 bd","2ba","1156 Jewett Dr","Fullerton, CA","1,848 sqft"
Trulia,"$795,000","5 bd","3ba","1014 Westridge Knls","Fullerton, CA","2,863 sqft"
Trulia,"$899,900","5 bd","3ba","741 Las Riendas Dr","Fullerton, CA","3,315 sqft"
Trulia,"$899,000","4 bd","4ba","711 W Union Ave","Fullerton, CA","3,287 sqft"
Trulia,"$990,000","4 bd","5ba","1879 Catlin St","Fullerton, CA","3,854 sqft"
Trulia,"$385,000","2 bd","2ba","2958 Haddonfield Loop","Fullerton, CA","1,059 sqft"
Trulia,"$336,232","3 bd","3ba","2340 W Orangethorpe Ave #24","Fullerton, CA","1,243 sqft"
Trulia,"$279,500","1 bd","1ba","2900 Madison Ave #B39","Fullerton, CA","756 sqft"
Trulia,"$386,900","4 bd","3ba","1345 Cameo Ln","Fullerton, CA",""
Trulia,"$575,000","4 bd","2ba","1548 Kingham Way","Fullerton, CA","2,096 sqft"
Trulia,"$612,445","3 bd","3ba","2025 Woodbriar Ct","Fullerton, CA","2,002 sqft"
Trulia,"$449,900","3 bd","1ba","241 Kellog Ave","Fullerton, CA","1,216 sqft"
Trulia,"$828,000","4 bd","3ba","772 El Mirador Dr","Fullerton, CA","2,928 sqft"
Trulia,"$689,900","5 bd","3ba","1825 Avenida Selva","Fullerton, CA","2,496 sqft"
Trulia,"$1,238,000","5 bd","5ba","2579 Nixon Way","Fullerton, CA","4,337 sqft"
Trulia,"$699,900","3 bd","3ba","704 Arroues Dr","Fullerton, CA","2,437 sqft"
Trulia,"$569,900","4 bd","2ba","2100 W Baker Ave","Fullerton, CA","1,775 sqft"
Trulia,"$1,049,000","4 bd","","1253 Crestview Dr","Fullerton, CA",""
Trulia,"$570,000","3 bd","2ba","675 W Glenwood Dr","Fullerton, CA","1,969 sqft"
Trulia,"$599,000","4 bd","3ba","2731 Deerpark Dr","Fullerton, CA","1,951 sqft"
Trulia,"$499,999","3 bd","2ba","1132 Jewett Dr","Fullerton, CA","1,777 sqft"
Trulia,"$299,900","2 bd","2ba","3000 Associated Rd #50","Fullerton, CA","851 sqft"
Trulia,"$460,000","3 bd","2ba","604 W Knepp Ave","Fullerton, CA","1,577 sqft"
Trulia,"Contact For Estimate","3 bd","1ba","1704 W Chapman Ave","Fullerton, CA","942 sqft"
Trulia,"$638,000","3 bd","2ba","1507 Ponderosa Ave","Fullerton, CA","1,391 sqft"
Trulia,"$479,000","4 bd","2ba","1615 W West Ave","Fullerton, CA","1,533 sqft"
Trulia,"$650,000","5 bd","2ba","3042 Lime Ave","Fullerton, CA","2,037 sqft"
Trulia,"$579,000","3 bd","3ba","650 Liberation Way","Fullerton, CA","1,704 sqft"
Trulia,"$849,000","4 bd","3ba","701 E Hermosa Dr","Fullerton, CA","2,753 sqft"
Trulia,"$749,999","4 bd","3ba","1400 Concord Ave","Fullerton, CA","2,303 sqft"
Trulia,"$1,049,000","4 bd","4ba","2579 Saratoga Dr","Fullerton, CA","3,324 sqft"
Trulia,"$1,299,000","5 bd","5ba","2023 Northam Dr","Fullerton, CA","4,331 sqft"
Trulia,"$3,500,000","4 bd","5ba","1811 Ladera Vista Pl","Fullerton, CA","5,951 sqft"
Trulia,"$649,000","4 bd","2ba","628 Golden Ave","Fullerton, CA","1,969 sqft"
Trulia,"$699,888","4 bd","2ba","2708 Puente St","Fullerton, CA","2,167 sqft"
Trulia,"$659,900","4 bd","2ba","2301 Deerpark Dr","Fullerton, CA","1,920 sqft"
Trulia,"$314,500","1 bd","1ba","1117 Rosecrans Ave #15A","Fullerton, CA","790 sqft"
Trulia,"$475,000","3 bd","2ba","518 W Woodcrest Ave","Fullerton, CA","1,340 sqft"
Trulia,"$529,000","3 bd","1ba","1123 E Santa Fe Ave","Fullerton, CA","1,271 sqft"
Trulia,"$680,000","3 bd","2ba","1000 Stanford Ave","Fullerton, CA","1,950 sqft"
Trulia,"$669,000","3 bd","2ba","606 N Acacia Ave","Fullerton, CA","1,891 sqft"
Trulia,"$549,000","4 bd","2ba","1501 S Roosevelt Ave","Fullerton, CA","1,768 sqft"
Trulia,"$515,000","4 bd","2ba","1312 W Gage Ave","Fullerton, CA","1,551 sqft"
Trulia,"$529,000","3 bd","2ba","500 W Orangethorpe Ave","Fullerton, CA","1,340 sqft"
Trulia,"$555,000","3 bd","2ba","1519 S Royer Ave","Fullerton, CA","1,496 sqft"
Trulia,"$508,888","3 bd","1ba","521 W Hill Ave","Fullerton, CA","1,163 sqft"
Trulia,"$679,900","4 bd","3ba","2722 Hartford Ave","Fullerton, CA","1,951 sqft"
Trulia,"$599,000","3 bd","2ba","225 S Montague Ave","Fullerton, CA","1,599 sqft"
Trulia,"$529,900","3 bd","2ba","541 W Knepp Ave","Fullerton, CA","1,556 sqft"
Trulia,"$555,000","2 bd","3ba","2143 Cittadin Dr","Fullerton, CA","1,656 sqft"
Trulia,"$629,000","3 bd","2ba","803 Stephens Ave","Fullerton, CA","1,672 sqft"
Trulia,"$1,550,000","5 bd","5ba","1783 Catlin St","Fullerton, CA","4,778 sqft"
Trulia,"$1,350,000","5 bd","5ba","2023 Christie St","Fullerton, CA","4,181 sqft"
Trulia,"$949,000","4 bd","3ba","2030 Somerset Ln","Fullerton, CA","2,879 sqft"
Trulia,"$961,390","4 bd","3ba","755 Rosarita Dr","Fullerton, CA","2,928 sqft"
Trulia,"$425,000","3 bd","2ba","442 W Maxzim Ave","Fullerton, CA","1,213 sqft"
Trulia,"$649,000","3 bd","2ba","1006 N Yale Ave","Fullerton, CA","1,567 sqft"
Trulia,"$595,000","3 bd","2ba","1443 Ponderosa Ave","Fullerton, CA","1,400 sqft"
Trulia,"$647,900","3 bd","2ba","2406 Deerpark Dr","Fullerton, CA","1,454 sqft"
Trulia,"$487,000","3 bd","2ba","227 Edward Ave","Fullerton, CA","1,066 sqft"
Trulia,"$485,000","4 bd","1ba","2408 W Olive Ave","Fullerton, CA","1,214 sqft"
Trulia,"$697,000","4 bd","3ba","3071 Heather Dr","Fullerton, CA","1,910 sqft"
Trulia,"$619,800","3 bd","2ba","1400 W Wilshire Ave","Fullerton, CA","1,216 sqft"
Trulia,"$699,000","4 bd","3ba","1710 Rolling Hills Dr","Fullerton, CA","1,650 sqft"
Trulia,"$515,000","3 bd","2ba","337 N Woods Ave","Fullerton, CA","1,288 sqft"
Trulia,"$170,000","1 bd","1ba","351 N Ford Ave #116","Fullerton, CA","462 sqft"
Trulia,"$599,900","3 bd","2ba","2700 Amherst Ave","Fullerton, CA","1,427 sqft"
Trulia,"$520,000","3 bd","2ba","1422 E Commonwealth Ave","Fullerton, CA","1,112 sqft"
Trulia,"$189,900","1 bd","1ba","1501 Brea Blvd","Fullerton, CA","501 sqft"
Trulia,"$510,000","4 bd","2ba","512 W Houston Ave","Fullerton, CA","1,348 sqft"
Trulia,"$615,000","3 bd","2ba","700 S Acacia Ave","Fullerton, CA","1,375 sqft"
Trulia,"$514,990","3 bd","2ba","2019 W Woodcrest Ave","Fullerton, CA","1,353 sqft"
Trulia,"$643,000","3 bd","2ba","2824 Woodbine Ave","Fullerton, CA","1,306 sqft"
